annee_universitaire,libelle_diplome_1,libelle_diplome_2,total_inscrits
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOGRAPHIE,ENSEIGNEMENT DE L'HISTOIRE-GEOGRAPHIE,18
2012-13,RESEAUX ET TELECOMMUNICATIONS,RESEAUX SANS FIL,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DE L'ENTREPRISE","DROIT DOUANIER, DES TRANSPORTS ET DE LA LOGISTIQUE",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOSANTE",IMMUNOLOGIE ET MALADIES INFECTIEUSES,18
2012-13,ACTIVITES JURIDIQUES,DROIT ET COMMERCE DES VINS ET SPIRITUEUX,18
2012-13,SCIENCES ET TECHNOLOGIES : STAPS,BIO-INGENIERIE DES IMPLANTS ET DES TISSUS,18
2012-13,DIPLOMES INTERNATIONAUX EN SCIENCES ET TECHNOLOGIE INDUSTRIELLES - BAC+2 A BAC+3,"",18
2012-13,MANAGEMENT DES ORGANISATIONS,MANAGEMENT COMMERCIAL DES BIENS ET DES SERVICES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES",ENTRAINEMENT ET OPTIMISATION DE LA PERFORMANCE SPORTIVE,18
2012-13,AMENAGEMENT DU PAYSAGE,"COORDONNATEUR DE PROJET, PATRIMOINE NATUREL ET PAYSAGES LITTORAUX",18
2012-13,"DROIT, ECONOMIE, GESTION : ADMINISTRATION DES ENTREPRISES",MANAGEMENT FRANCO-ALLEMAND,18
2012-13,"ARTS, LETTRES, LANGUES : MEDIATION CULTURELLE",DEVELOPPEMENT DES PRATIQUES PROFESSIONNELLES ET SOCIALES PAR LA RECHERCHE - ACTION,18
2012-13,"DROIT, ECONOMIE, GESTION : STRATEGIE",INNOVATION TECHNOLOGIQUE ET GESTION INDUSTRIELLE,18
2012-13,MAINTENANCE DES SYSTEMES PLURITECHNIQUES,MAINTENANCE DES AGROEQUIPEMENTS,18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCES DE GESTION",MANAGEMENT PUBLIC,18
2012-13,PROTECTION DE L'ENVIRONNEMENT,EAU ET ENVIRONNEMENT,18
2012-13,"ARTS, LETTRES, LANGUES : LETTRES","LITTERATURES, DISCOURS, FRANCOPHONIE",18
2012-13,DROIT : DROIT PUBLIC,SECURITE ET DEFENSE,18
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE, GESTION ET REGLEMENTATION DE LA SANTE",ECONOMIE ET GESTION DES ORGANISMES DE SANTE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ECOSCIENCES, MICROBIOLOGIE",PHYTORESSOURCES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ENSEIGNEMENT, FORMATION ET CULTURE SCIENTIFIQUES",PHYSIQUE-CHIMIE,18
2012-13,"ECONOMIE, GESTION : MANAGEMENT",GESTION DES RESSOURCES HUMAINES ET RELATIONS SOCIALES,18
2012-13,"ECONOMIE, GESTION : ETUDES DU DEVELOPPEMENT",DEVELOPPEMENT AGRICOLE ET POLITIQUES ECONOMIQUES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES",CRYPTOLOGIE ET SECURITE INFORMATIQUE,18
2012-13,ACTIVITES JURIDIQUES,METIERS ADMINISTRATIFS TERRITORIAUX,18
2012-13,MANAGEMENT DES ORGANISATIONS,MANAGEMENT (ORGANISATION ET GESTION) EN ENTREPRISES D'HORTICULTURE ET DE PAYSAGE,18
2012-13,SCIENCES ET TECHNOLOGIES : MATHEMATIQUES ET APPLICATIONS,MATHEMATIQUES APPLIQUEES ET SCIENCES SOCIALES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PRODUCTION ET VALORISATION DES AGRO-RESSOURCES","",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE","GENETIQUE, GENOMIQUE, BIOTECHNOLOGIES",18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE",INGENIERIE DES SERVICES URBAINS EN RESEAUX DANS LES PAYS EN VOIE DE DEVELOPPEMENT,18
2012-13,MASTERES SPECIALISES EN SCIENCES JURIDIQUES - BAC+4 A BAC+5,"",18
2012-13,INTERVENTION SOCIALE,ANIMATION,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOSANTE","NEUROSCIENCES, COMPORTEMENT, COGNITION",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : METIERS DE L'EDUCATION ET DE LA FORMATION",PHYSIQUE-CHIMIE ET METIERS DE L'ENSEIGNEMENT,18
2012-13,ELECTRICITE ET ELECTRONIQUE,ELECTRONIQUE POUR LES TELECOMMUNICATIONS,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : TECHNOLOGIES NOUVELLES TRANSPORT ET SECURITE","AUTOMATIQUE, AUTOMOBILE ET MOTEURS HYBRIDES",18
2012-13,GESTION DE LA PRODUCTION INDUSTRIELLE,GESTION DE LA QUALITE,18
2012-13,SCIENCES HUMAINES ET SOCIALES : SOCIOLOGIE - DEMOGRAPHIE,TRAITEMENT DES DONNEES QUANTITATIVES ET DEMOGRAPHIE,18
2012-13,"DROIT, ECONOMIE, GESTION : CARRIERES JUDICIAIRES ET SCIENCES CRIMINELLES",CARRIERES JUDICIAIRES,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",POLITIQUE DE LA VILLE,18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE",EXPERTISE DU POLITIQUE ET AFFAIRES PUBLIQUES,18
2012-13,"SCIENCES ET TECHNOLOGIE, SANTE-SCIENCES DE L'HOMME ET DE LA SOCIETE : FORMATION D'ENSEIGNANTS POUR LE SUPERIEUR (NIVEAU AGREGATION DU SECONDAIRE)",SCIENCES ECONOMIQUES ET DE GESTION,18
2012-13,"ECONOMIE, GESTION : FINANCE","MONNAIE, BANQUE, FINANCE",18
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES ET TECHNOLOGIE INDUSTRIELLES - BAC A BAC+3,"",18
2012-13,INTERVENTION SOCIALE,ENSEIGNEMENT DE LA LANGUE DES SIGNES FRANCAISE EN MILIEU SCOLAIRE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE MATHEMATIQUE",INGENIERIE STATISTIQUE ET NUMERIQUE,18
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,GESTION DE PRODUCTION DANS L'INDUSTRIE PHARMACEUTIQUE ET COSMETIQUE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",CHIMIE ET INGENIERIE DE LA FORMULATION,18
2012-13,SANTE,TECHNICIENS DE RECHERCHE CLINIQUE ET EPIDEMIOLOGIQUE,18
2012-13,"SCIENCES ET TECHNOLOGIES : INFORMATION, ENERGIE ET SYSTEMES",INDUSTRIES DE RESEAU ET ECONOMIE NUMERIQUE,18
2012-13,"DROIT, ECONOMIE, GESTION : POLITIQUE ET ACTION PUBLIQUE","SOLIDARTITE INTERNATIONALE, ACTION  HUMANITAIRE ET RECONSTRUCTION",18
2012-13,"ARTS, LETTRES, LANGUES : DESIGN",DESIGN - INNOVATION - SOCIETE,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT DES AFFAIRES",ASPECTS JURIDIQUES ET COMPTABLES DE L'ENTREPRISE AGRICOLE,18
2012-13,SCIENCES HUMAINES ET SOCIALES : STAPS,CULTURES SPORTIVES,18
2012-13,"SCIENCES DE L'ENVIRONNEMENT, DU TERRITOIRE ET DE L'ECONOMIE : ECONOMIE ET GOUVERNANCE DE L'ENVIRONNEMENT ET DU TERRITOIRE",TOURISME ET ENVIRONNEMENT,18
2012-13,SCIENCES HUMAINES ET SOCIALES : HISTOIRE,HISTOIRE ET ANTHROPOLOGIE DE L'ANTIQUITE,18
2012-13,"DROIT, ECONOMIE, GESTION : BANQUE ET AFFAIRES INTERNATIONALES",MANAGEMENT DES RISQUES FINANCIERS,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT FRANCAIS ET DROIT ALLEMAND","",18
2012-13,PRODUCTION INDUSTRIELLE,"CONCEPTION, TECHNOLOGIES DE MISE EN OEUVRE ET ASSEMBLAGES DES STRUCTURES COMPOSITES",18
2012-13,SANTE,PROMOTION DE LA SANTE ET EDUCATION POUR LA SANTE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET ECOLOGIE POUR LA FORET, L'AGRONOMIE ET L'ENVIRONNEMENT",BIOLOGIE DES INTERACTIONS PLANTES-ENVIRONNEMENT,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE ET ASTROPHYSIQUE",TECHNIQUES SPATIALES ET INSTRUMENTATION,18
2012-13,SCIENCES HUMAINES ET SOCIALES : URBANISME ET AMENAGEMENT,AMENAGEMENT ET COLLECTIVITES TERRITORIALES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE-CHIMIE",SCIENCES PHYSIQUES,18
2012-13,GESTION DES RESSOURCES HUMAINES,FORMATEUR D'ADULTES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DES TECHNOLOGIES BIOMEDICALES","",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE, ENERGETIQUE ET INGENIERIE","GEOMECANIQUE, GENIE CIVIL ET RISQUES/GEOMECANICS, CIVIL  ENGINEERING AND RISKS",18
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT STRATEGIQUE DES HOMMES ET DES ORGANISATIONS",MANAGEMENT PUBLIC,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : GENIE MECANIQUE ET CIVIL, AUTOMATIQUE, ROBOTIQUE","CONCEPTION INNOVANTE, MAINTENANCE, DURABILITE",18
2012-13,COMMERCE,GESTION DES ACHATS,18
2012-13,BIOTECHNOLOGIES,"ETUDE MOLECULAIRES, CELLULAIRES ET INTEGREES DES MOLECULES BIO-ACTIVES",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : EVOLUTION, PATRIMOINE NATUREL ET SOCIETES","ECOLOGIE, BIODIVERSITE, EVOLUTION",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",ENSEIGNEMENT ET FORMATION EN SCIENCES PHYSIQUES-CHIMIE,18
2012-13,COMMERCE,COMMERCE DE L'ART ET DES ANTIQUITES,18
2012-13,MAINTENANCE DES SYSTEMES PLURITECHNIQUES,"MANAGEMENT, MAINTENANCE ET EXPLOITATION DES INSTALLATIONS INDUSTRIELLES",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES","ALGEBRE,THEORIE DES NOMBRES ET APPLICATIONS",18
2012-13,"INDUSTRIE AGRO-ALIMENTAIRE, ALIMENTATION","QUALITE, SECURITE ET IMPACT SUR L'ENVIRONNEMENT DE L'ALIMENT ET DE SON EMBALLAGE",18
2012-13,MANAGEMENT DES ORGANISATIONS,"GESTION DES STRUCTURES DE L'ECONOMIE SOCIALE, GESTION DES ASSOCIATIONS",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MATHEMATIQUES, BIOSTATIOSTIQUES",STATISTIQUES POUR LES SCIENCES DE LA VIE ET DE LA SANTE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DE SYSTEMES COMPLEXES","RESEAUX, SIGNAUX, IMAGES",18
2012-13,"ARTS, LETTRES, LANGUES-SCIENCES HUMAINES ET SOCIALES : MUSIQUES ANCIENNES ET MONDE CONTEMPORAIN","",18
2012-13,"SCIENCES HUMAINES ET SOCIALES : THEOLOGIE, ANTHROPOLOGIE ET PHILOSOPHIE","PHILOSOPHIE, ANTHROPOLOGIE ET RELIGION",18
2012-13,"SCIENCES HUMAINES ET SOCIALES : HISTOIRE, HISTOIRE DE L'ART","HISTOIRE MILITAIRE, ETUDES DE DEFENSE ET POLITIQUES DE SECURITE:GESTION DES SORTIES DE CRISES",18
2012-13,SCIENCES HUMAINES ET SOCIALES : ECONOMIE ET SOCIETE,CONDUITE DE PROJETS CULTURELS - CONNAISSANCE DES PUBLICS,18
2012-13,AMENAGEMENT DU PAYSAGE,GESTION DES AMENAGEMENTS PAYSAGERS,18
2012-13,CYTOGENETIQUE HUMAINE,"",18
2012-13,ACTIVITES ET TECHNIQUES DE COMMUNICATION,DESIGN NUMERIQUE,18
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DES ENTREPRISES",STRATEGIES D'INNOVATION ET DYNAMIQUES ENTREPRENEURIALES,18
2012-13,LOGISTIQUE,DISTRIBUTION ET TRANSPORTS INTERNATIONAUX,18
2012-13,ACTIVITES CULTURELLES ET ARTISTIQUES,ADMINISTRATEUR CULTUREL,18
2012-13,SYSTEMES INFORMATIQUES ET LOGICIELS,TRAITEMENT DE L'INFORMATION GEOGRAPHIQUE,18
2012-13,PRODUCTION INDUSTRIELLE,CREATION INDUSTRIELLE ET CAO,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE",CARRIERES JUDICIAIRES ET TECHNIQUES CONTENTIEUSES DANS LES ENTREPRISES,18
2012-13,GESTION DE LA PRODUCTION INDUSTRIELLE,CONDUITE DU PROCESSUS D'OPTIMISATION DES ENTREPRISES (LEAN MANAGEMENT),18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",METHODES INFORMATIQUES ET TECHNOLOGIE DE L'INFORMATION ET DE LA COMMUNICATION (MITIC),18
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,CONTROLE - PROCEDES - QUALITE,18
2012-13,BIOTECHNOLOGIES,CULTURE DE TISSUS ET DE CELLULES ET BIOLOGIE MOLECULAIRE,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC ET SCIENCE POLITIQUE",DROIT PUBLIC SPECIALISE,18
2012-13,METIERS DE L'EDITION,"EDITION MULTI-SUPPORT, ORIENTATION JEUNESSE",18
2012-13,INDUSTRIES CHIMIQUES ET PHARMACEUTIQUES,COSMETOLOGIE INDUSTRIELLE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE - MATERIAUX",POLYMERES FONCTIONNELS,18
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'EDUCATION, DE L'ENSEIGNEMENT ET DE LA FORMATION","GEOGRAPHIE, SOCIETES",18
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOGRAPHIE ET SCIENCES DES TERRITOIRES,ENSEIGNEMENT DE L'HISTOIRE-GEOGRAPHIE,18
2012-13,SCIENCES HUMAINES ET SOCIALES : URBANISME ET AMENAGEMENT,"AMENAGEMENT, DEVELOPPEMENT ET URBANISME. PROJETS ET SOCIOLOGIE DE L'AMENAGEMENT DE L'URBAIN, DES MED",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",ENSEIGNEMENT ET FORMATION EN SCIENCES PHYSIQUES ET CHIMIQUES,18
2012-13,ELECTRICITE ET ELECTRONIQUE,INGENIERIE DES SYSTEMES DE RADIOCOMMUNICATION,18
2012-13,PRODUCTION INDUSTRIELLE,INDUSTRIALISATION DES SYSTEMES AUTOMATISES DE PRODUCTION,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",INGENIERIE DES SYSTEMES POLYMERES,18
2012-13,"INDUSTRIE AGRO-ALIMENTAIRE, ALIMENTATION","SECURITE ALIMENTAIRE, NUTRITION, ANALYSES",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE",PHYSIQUE SUBATOMIQUE ET ASTROPARTICULES,18
2012-13,BIOTECHNOLOGIES,METIERS DE LA BIOTECHNOLOGIE,18
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT",RECHERCHE EN SCIENCES DE GESTION,18
2012-13,"DROIT, ECONOMIE, GESTION : ECONOMIE ET MANAGEMENT DES ENTREPRISES",MANAGEMENT ET ECONOMIE DE LA FIRME ET DE L'ORGANISATION DE SERVICE,18
2012-13,RESEAUX ET TELECOMMUNICATIONS,INFORMATIQUE ET RESEAUX INDUSTRIELS,18
2012-13,"ARTS, LETTRES, LANGUES : ETUDES ANGLOPHONES",CIVILISATIONS ANGLOPHONES,18
2012-13,"DROIT, ECONOMIE, GESTION : FINANCE - COMPTABILITE ET CONTROLE DE GESTION",ETUDES ET RECHERCHES EN FINANCE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INFORMATIQUE",INFORMATIQUE:DES CONCEPTS AUX SYSTEMES,18
2012-13,"DROIT, ECONOMIE, GESTION : EXPERTISE ECONOMIQUE",EXPERTISE DE L'EMPLOI ET DES COMPETENCES,18
2012-13,GENIE CIVIL ET CONSTRUCTION,PROJETEUR EN BUREAUX D'ETUDES,18
2012-13,"DROIT, ECONOMIE, GESTION : DROITS EUROPEENS ET DROIT INTERNATIONAL",INGENIERIE DES POLITIQUES EUROPEENNES,18
2012-13,"DROIT, ECONOMIE, GESTION : DROITS EUROPEENS ET DROIT INTERNATIONAL",DROIT COMMUNAUTAIRE ET EUROPEEN,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",TRAITEMENT DES EAUX,18
2012-13,"ARTS, LETTRES, LANGUES : ETUDES THEATRALES",MISE EN SCENE ET DRAMATURGIE,18
2012-13,"INGENIEUR DIPLOME DE L'ECOLE POLYTECHNIQUE UNIVERSITAIRE DE L'UNIVERSITE LYON 1, SPECIALITE MATERIAUX","",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : AUTOMATIQUE ROBOTIQUE ET INFORMATIQUE APPLIQUEE","AUTOMATIQUE, SIGNAL ET IMAGE",18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",DROIT DE LA DEFENSE ET DE LA SECURITE,18
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT SOCIO-ECONOMIQUE",CONSULTANT EN MANAGEMENT,18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE:POLITIQUES PUBLIQUES ET CHANGEMENT SOCIAL",SCIENCES DE GOUVERNEMENT COMPAREES,18
2012-13,RESEAUX ET TELECOMMUNICATIONS,SYSTEMES AUDIOVISUELS NUMERIQUES,18
2012-13,SANTE,"GENETIQUE, GENIE GENETIQUE, BIOLOGIE MOLECULAIRE, CULTURE CELLULAIRE",18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",COMPETENCES JURIDIQUES DES COLLABORATEURS POLITIQUES (CJCP),18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT ECONOMIQUE ET DES AFFAIRES",JURISTE DE BANQUE ET FINANCE,18
2012-13,"ECONOMIE, GESTION : MANAGEMENT",FINANCE D'ENTREPRISE,18
2012-13,DEVELOPPEMENT ET PROTECTION DU PATRIMOINE CULTUREL,REALITE VIRTUELLE ET FORMATION MULTIMEDIA,18
2012-13,SCIENCES HUMAINES ET SOCIALES : ETUDES EUROPEENNES ET INTERNATIONALES,ETUDES POLITIQUES,18
2012-13,"ARTS, LETTRES, LANGUES : CREATION ET ETUDE DES ARTS CONTEMPORAINS",MUSIQUE ET DANSE,18
2012-13,PRODUCTION INDUSTRIELLE,ECO-CONCEPTION DES PRODUITS INNOVANTS,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ELECTRONIQUE, ELECTROTECHNIQUE, AUTOMATIQUE",ENERGIE ET FIABILITE,18
2012-13,"LANGUES, CULTURES ET SOCIETES DU MONDE : LANGUES DU MONDE ET FORMATION APPLIQUEE:COMMERCE INTERNATIONAL",RUSSE,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC GENERAL ET DES AFFAIRES",ACHAT PUBLIC,18
2012-13,"ARTS, LETTRES, LANGUES : LETTRES",LETTRES APPLIQUEES  A  LA REDACTION PROFESSIONNELLE,18
2012-13,SCIENCES HUMAINES ET SOCIALES : ANTHROPOLOGIE SOCIALE ETHNOLOGIE,"CULTURES, POLITIQUES ET SANTE",18
2012-13,SCIENCES HUMAINES ET SOCIALES : PSYCHOLOGIE,PSYCHOLOGIE CLINIQUE ET GERONTOLOGIE,18
2012-13,BATIMENT ET CONSTRUCTION,ECO-CONSTRUCTION ET ECO-MATERIAUX,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE ET SANTE","ERGONOMIE, INGENIERIE DE LA SANTE ET DES FACTEURS HUMAINS",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE, CONTROLE, PROTECTION DE L'ENVIRONNEMENT",ANALYSE CHIMIQUE ET PROCEDES DE VALORISATION NON ALIMENTAIRE DES PRODUCTIONS AGRICOLES ET FORESTIERE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIES POUR LA SANTE ET LE MEDICAMENT",RADIOPROTECTION/RADIATION PROTECTION,18
2012-13,SCIENCES HUMAINES ET SOCIALES : HISTOIRE CULTURELLE ET SOCIALE,METIERS DE LA CULTURE-ADMINISTRATION CULTURELLE PUBLIQUE ET PRIVEE,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT EUROPEEN",DROIT DE L'UNION EUROPEENNE ET DROIT DE L'OMC,18
2012-13,"DROIT, ECONOMIE, GESTION : MANAGEMENT DES ORGANISATIONS SOCIALES, CULTURELLES ET TERRITORIALES",MANAGER TERRITORIAL,18
2012-13,AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE,SUPERVISION DES AUTOMATISMES ET DES RESEAUX,18
2012-13,AMENAGEMENT DU PAYSAGE,GESTION DU PATRIMOINE PAYSAGER VEGETAL EN MILIEU URBANISE,18
2012-13,MECANIQUE,MOTEURS THERMIQUES ET VIBRATIONS ACOUSTIQUES,18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PRIVE, DROIT PUBLIC",DROIT DES AFFAIRES TRANSFRONTIERES,18
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ET COMMUNICATION",REDACTEUR/TRADUCTEUR,18
2012-13,ACTIVITES ET TECHNIQUES DE COMMUNICATION,JOURNALISME ET MEDIAS LOCAUX,18
2012-13,ENERGIE ET GENIE CLIMATIQUE,EXPERTISE ENERGETIQUE DES BATIMENTS ET SYSTEMES INDUSTRIELS,18
2012-13,"DROIT, ECONOMIE, GESTION : FINANCES",INGENIERIE FINANCIERE,18
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE L'EDUCATION - BAC+6 ET PLUS,"",18
2012-13,"DROIT, ECONOMIE, GESTION : INEGALITES ET DISCRIMINATIONS:MANAGER LES ENJEUX CONTEMPORAINS DE L'EGALITE",ENJEUX ET MANAGEMENT DANS LES CHAMPS DU TRAVAIL ET DE L'EMPLOI,18
2012-13,SCIENCES HUMAINES ET SOCIALES : GEOGRAPHIE,"ENVIRONNEMENT, TERRITOIRES ET SOCIETES DANS LE BASSIN CARAIBE ET L'AMAZONIE",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : CHIMIE",POLYMERES ET SURFACES,18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE",OPERATEUR EN COOPERATION INTERNATIONALE ET DEVELOPPEMENT,18
2012-13,AUTOMATIQUE ET INFORMATIQUE INDUSTRIELLE,AUTOMATISMES INDUSTRIELS,18
2012-13,PROTECTION DE L'ENVIRONNEMENT,GESTION ET TRAITEMENT DES DECHETS,18
2012-13,"ARTS, LETTRES, LANGUES : BIDISCIPLINAIRE SCIENCES DU LANGAGE/LETTRES","",18
2012-13,DROIT : DROIT INTERNATIONAL,DROIT INTERNATIONAL PUBLIC,18
2012-13,DIPLOMES D'UNIVERSITE EN SCIENCES DE L'EDUCATION - BAC+4 A BAC+5,"",18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCE POLITIQUE",METIERS DU CONSEIL,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES ET TECHNIQUES DES ACTIVITES PHYSIQUES ET SPORTIVES",INGENIERIE ET ERGONOMIE DE L'ACTIVITE PHYSIQUE,18
2012-13,INTERVENTION SOCIALE,"COORDONNATEUR ET GESTIONNAIRE D'EQUIPES, DE PROJETS ET DE SERVICES GERONTOLOGIQUES",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : ECOLOGIE",AMENAGEMENT DU TERRITOIRE ET TELEDETECTION,18
2012-13,DROIT : DROIT DES AFFAIRES INTERNATIONALES,DROIT DES AFFAIRES INTERNATIONALES,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : BIOLOGIE CELLULAIRE, PHYSIOLOGIE ET PATHOLOGIE","",18
2012-13,"ARTS, LETTRES, LANGUES : LETTRES, LANGUES ET AFFAIRES INTERNATIONALES","LETTRES ET LANGUES, CIVILISATIONS ET CULTURES",18
2012-13,"ECONOMIE, GESTION : ENVIRONNEMENT ET DEVELOPPEMENT DURABLE","",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SCIENCES PHYSIQUES ET IMAGERIE","",18
2012-13,"DROIT, ECONOMIE, GESTION : DROIT PUBLIC",DROIT DES RESSOURCES HUMAINES DES FONCTIONS PUBLIQUES,18
2012-13,"ARTS, LETTRES, LANGUES : METIERS DE L'EDUCATION ET DE LA FORMATION",CHINOIS ET METIERS DE L'ENSEIGNEMENT,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : INGENIERIE DU DEVELOPPEMENT DURABLE","SURETE DE PROCEDES INDUSTRIELS, ENVIRONNEMENT ET QUALITE",18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : PHYSIQUE FONDAMENTALE",SYSTEMES COMPLEXES,18
2012-13,SCIENCES DE LA SANTE : SANTE PUBLIQUE,ENCADREMENT DES ORGANISATIONS DE SANTE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE ET PHYSIQUE",MECANIQUE ET RISQUES INDUSTRIELS,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : MECANIQUE, GENIE CIVIL, GENIE MECANIQUE",INFRASTRUCTURES EN GENIE CIVIL,18
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES APPLIQUEES","LEXICOLOGIE ET TERMINOLOGIE MULTILINGUES, TRADUCTION (LTMT)",18
2012-13,"DROIT, ECONOMIE, GESTION : SCIENCES DE GESTION",METIERS DE L'ENSEIGNEMENT EN ECONOMIE ET GESTION,18
2012-13,"DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE : DROIT PRIVE",DROIT DES AFFAIRES,18
2012-13,"ARTS, LETTRES, LANGUES : LANGUES ETRANGERES APPLIQUEES",TRADUCTION SCIENTIFIQUE ET TECHNIQUE,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : NANOSCIENCES-NANOTECHNOLOGIES","",18
2012-13,BATIMENT ET CONSTRUCTION,ECONOMIE DE LA CONSTRUCTION EN CONTEXTE EUROPEEN,18
2012-13,"ARTS, LETTRES, LANGUES : LETTRES ET LANGUES",LANGUES LITTERATURES ET CIVILISATION,18
2012-13,"SCIENCES, TECHNOLOGIES, SANTE : SANTE PUBLIQUE ET ENVIRONNEMENT",LES FONCTIONS DE COORDINATION DANS LE SYSTEME DE SANTE,18
2012-13,"DROIT, ECONOMIE, GESTION : THEORIE ET HISTOIRE DU DROIT",HISTOIRE ET ANTHROPOLOGIE JURIDIQUES,18
2012-13,COMMERCE,COMMERCIALISATION DES PRODUITS CULTURELS,18
2012-13,GESTION DES RESSOURCES HUMAINES,TECHNICIEN PAIE ET ADMINISTRATION DU PERSONNEL,18
2012-13,TRANSFORMATIONS INDUSTRIELLES,TRAITEMENTS DE SURFACE ET GESTION ENVIRONNEMENTALE,18
